,pid,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,subjectivity_high,subjectivity_low,subjectivity_medium,polarity_Negative,polarity_Neutral,polarity_Positive
10,10.0,37.40860215053763,52.3481331987891,45.564,35.90909090909091,61.72900933626485,44.0,45.51264743967956,12.382225903614454,0.006356526526526312,45.19559068031825,33.397999999999996,38.8803343674595,56.8,17.0,55.0,0.0,8.0,56.0,8.0
11,11.0,32.43010752688172,83.39556004036325,83.39000000000001,67.63636363636364,109.87002517286427,62.0,67.55280470434792,30.331214056224894,43.43113288288288,85.23532253314309,59.84139999999999,69.65085746294382,106.39999999999998,27.0,106.0,1.0,11.0,103.0,20.0
12,12.0,3.096774193548387,5.6841574167507565,5.489,4.090909090909091,7.481184080553165,6.0,4.658102252495376,2.727008032128514,0.000321221221221217,5.480374676520054,4.629,5.059587211306446,7.2,3.0,6.0,0.0,0.0,6.0,3.0
13,13.0,5.268817204301075,6.86074672048436,4.401,8.272727272727273,10.639056176911065,10.0,6.020975571391039,8.877309236947792,0.011160580580580417,7.616516854431554,4.388,7.007846432264735,10.0,2.0,9.0,2.0,2.0,8.0,3.0
14,14.0,49.666666666666664,53.4117053481332,76.39000000000001,49.27272727272726,86.88272313035718,80.0,47.02389810812315,7.430145281124492,3.4622033133133114,64.68167264225049,55.64309999999999,54.21223715960013,81.59999999999998,14.0,89.0,0.0,5.0,87.0,11.0
15,15.0,1.4838709677419355,4.74268415741675,3.278,2.2727272727272725,5.528805404199725,4.0,3.3631640699008134,3.744979919678715,0.41100800800800763,4.200657025502663,2.428,3.5589322647362978,5.2,0.0,7.0,0.0,0.0,7.0,0.0
16,16.0,27.193548387096776,53.12613521695257,71.027,48.45454545454545,87.48720644935156,71.0,48.18872021450892,18.913244879518068,19.35302990990991,66.10099695136559,47.044200000000004,55.47112633574629,82.60000000000001,23.0,81.0,0.0,8.0,78.0,18.0
17,17.0,32.10752688172043,47.430877901109994,60.89,33.272727272727266,68.71768154733454,61.0,38.39819157186373,9.272906224899598,0.09880427427427371,49.26726678611049,45.358999999999995,42.253882281971734,63.39999999999998,16.0,61.0,2.0,4.0,57.0,18.0
18,18.0,27.827956989247312,41.79112008072653,42.57600000000001,32.54545454545454,57.847512984736966,37.0,34.27692241357029,12.395441767068274,0.9460845945945944,42.248531804355395,31.176999999999996,36.276275422268185,53.39999999999999,14.0,54.0,0.0,6.0,52.0,10.0
19,19.0,16.827956989247312,42.520686175580224,40.4869,38.63636363636363,67.53783895739731,67.0,37.41026967048227,44.58369979919679,16.916920430430434,50.99142861345598,34.025299999999994,42.363977938641845,65.39999999999999,21.0,62.0,2.0,10.0,53.0,22.0
20,20.0,4.763440860215054,11.945509586276488,7.605999999999999,5.636363636363636,11.613182296147595,8.0,9.439894204273825,1.2423634538152601,0.06929609609609595,7.969548788116782,5.094799999999999,7.832109617373319,11.200000000000003,4.0,9.0,1.0,1.0,9.0,4.0
21,21.0,7.774193548387099,8.080726538849646,6.944999999999999,8.181818181818183,12.168737851703153,13.0,6.471276971499975,7.566767068273092,0.0022718718718716395,8.495122192650078,5.975,7.30506721820062,11.800000000000002,4.0,11.0,0.0,2.0,9.0,4.0
22,22.0,20.139784946236556,27.572149344096868,26.515,20.636363636363637,36.10489755600166,23.0,21.529506178135694,6.917419678714858,0.4252964164164162,26.10165654277457,18.3764,20.444868148914168,33.39999999999999,4.0,38.0,0.0,1.0,38.0,3.0
23,23.0,8.913978494623656,8.36326942482341,18.677,10.545454545454545,17.74291814039448,10.0,10.45505654461153,0.03199839357429662,0.8016532932932927,13.79380693903864,7.102799999999999,12.153223026542573,15.400000000000002,8.0,12.0,0.0,4.0,13.0,3.0
24,24.0,5.35483870967742,4.395560040363269,4.408,3.1818181818181817,5.9647898543797595,4.0,3.8921533857568384,1.0730421686746985,5.1551551551551564e-05,4.221856127321184,4.499,3.4325835918648737,5.6,1.0,6.0,0.0,1.0,6.0,0.0
25,25.0,12.559139784946236,29.12108980827447,32.782,21.454545454545457,36.1206863588567,22.0,22.456628932551233,4.710651606425701,4.664517787787788,25.794349919734096,20.997,22.49692347466391,32.8,9.0,32.0,0.0,3.0,31.0,7.0
26,26.0,7.688172043010753,13.923309788092833,14.314,9.272727272727273,21.691042921326833,18.0,11.98315486652032,9.199619477911646,1.4040060760760757,15.220325966558788,11.4038,13.68446656325405,20.600000000000005,4.0,22.0,0.0,0.0,22.0,4.0
27,27.0,3.67741935483871,6.435923309788092,7.06,4.454545454545454,9.875250932033266,8.0,5.635831081114158,2.386275100401606,1.4630780780780779,7.6705109773269795,4.673,5.775525680799724,9.000000000000002,1.0,11.0,0.0,0.0,11.0,1.0
28,28.0,41.37634408602151,57.614530776992936,54.182,40.909090909090914,69.85724755440843,40.0,51.070232745250095,10.079808232931724,0.19286654654654614,53.27139463166844,38.23490000000001,44.21364184763874,64.99999999999999,21.0,60.0,0.0,11.0,57.0,13.0
29,29.0,15.03225806451613,28.867810292633703,26.268,20.636363636363637,34.34338654685658,26.0,21.674410775113532,5.553412650602408,0.13997491491491468,23.85372350050268,22.996000000000002,19.50271889003792,32.0,10.0,30.0,0.0,3.0,26.0,11.0
30,30.0,12.763440860215052,57.2443995963673,125.37768999999999,66.72727272727272,135.3541726412389,141.0,78.00456451818337,25.464773172690762,38.18615092092092,104.97885686479985,65.4931,92.97617631851087,121.59999999999998,36.0,121.0,0.0,16.0,117.0,24.0
31,31.0,38.30107526881721,66.08375378405651,74.282,41.727272727272734,84.06011216263582,59.0,48.91266208408131,11.2324016064257,2.6777498798798787,62.081398244185195,51.115,48.95346863150637,77.39999999999999,22.0,74.0,1.0,8.0,69.0,20.0
32,32.0,34.58064516129033,60.689202825428865,51.0089,49.363636363636374,85.86218653411082,76.0,48.38366178691229,60.59603855421686,13.509884904904904,68.3285177597404,46.266,54.07947690451568,82.8,22.0,84.0,0.0,14.0,81.0,11.0
33,33.0,4.408602150537634,9.713420787083752,10.034,8.090909090909092,13.811394704139182,10.0,7.8063325854481995,7.638755020080321,0.1802290490490488,10.794797234602358,10.901,8.128666839021026,13.8,4.0,13.0,0.0,1.0,13.0,3.0
34,34.0,29.46236559139785,49.92431886982844,52.440000000000005,38.00000000000001,67.82697638849059,44.0,40.24739330134183,15.802097389558229,0.9529349749749738,50.0473730179503,33.554,42.211039296794205,61.39999999999998,14.0,65.0,0.0,10.0,59.0,10.0
35,35.0,23.279569892473116,46.89808274470231,50.912,31.636363636363637,60.79202115795176,34.0,34.55021696108169,5.902320281124496,0.07543509509509476,44.38569644794057,35.6967,34.10502412961048,55.99999999999998,9.0,61.0,0.0,5.0,60.0,5.0
36,36.0,2.0430107526881724,5.545913218970737,7.116,3.9090909090909087,7.7123920593952136,6.0,4.097961343471444,0.41077610441767026,0.1348792792792789,5.452098940824518,6.692,4.839723371251292,7.2,1.0,8.0,0.0,0.0,8.0,1.0
37,37.0,28.13978494623656,50.0686175580222,49.267,32.18181818181819,61.81756046267087,37.0,43.29779227190927,9.757473895582327,0.39548931931931863,47.443661432650515,37.8108,36.80551964839711,57.199999999999996,12.0,59.0,1.0,3.0,59.0,10.0
38,38.0,28.0,37.387487386478305,35.589,25.181818181818176,45.44759901857694,31.0,27.35369147635358,6.466887550200802,0.07384630630630595,33.313139447302895,29.867,27.173160117200965,41.79999999999998,16.0,36.0,1.0,4.0,34.0,15.0
39,39.0,31.064516129032256,32.42785065590312,46.855,26.636363636363637,51.67995411528534,50.0,27.12838911067746,8.533574297188753,0.004311781781781688,36.067753121403236,33.8501,32.29358410892796,46.19999999999999,18.0,40.0,0.0,7.0,40.0,11.0
40,40.0,31.44086021505377,52.81130171543895,55.0785,38.45454545454545,72.52257591689767,50.0,45.67859367371247,17.274337349397587,0.21027703703703637,53.523887451918846,39.5287,44.051167700792824,67.79999999999998,25.0,60.0,0.0,14.0,52.0,19.0
41,41.0,76.37634408602152,118.30474268415742,134.5095,97.54545454545455,179.36884619061277,181.0,93.4535616904121,45.25843373493976,0.5352497297297288,128.8420864773451,94.1198,110.3843976215098,164.8,35.0,174.0,0.0,17.0,167.0,25.0
42,42.0,70.54838709677419,95.61957618567105,109.125,74.72727272727273,135.81631775164897,127.0,78.16889016722742,34.299855722891564,0.22267050050049958,99.34405326601758,87.4974,84.7208850396415,126.19999999999997,29.0,128.0,1.0,19.0,118.0,21.0
43,43.0,7.27956989247312,12.016145307769927,14.932999999999998,8.181818181818182,18.185610043654208,16.0,9.227493830898085,3.995793172690762,0.0009704504504503087,13.16999919971361,11.703999999999999,11.827430196483972,16.200000000000003,6.0,15.0,0.0,1.0,15.0,5.0
44,44.0,12.096774193548388,20.039354187689202,22.142000000000003,12.545454545454545,28.774145237867636,22.0,15.672483639355221,8.64066265060241,0.013249359359359137,19.72697622778596,15.938,16.93117028610824,26.2,6.0,27.0,0.0,3.0,24.0,6.0
45,45.0,40.97849462365591,38.494450050454084,56.123999999999995,36.63636363636363,65.25596660612435,60.0,35.4771503433451,8.842955220883528,0.2012369669669663,48.33718394339585,38.24400000000001,40.324952602550844,60.19999999999999,22.0,54.0,0.0,14.0,49.0,13.0
46,46.0,2.172043010752688,6.608476286579213,9.287,5.636363636363636,9.626119236529332,7.0,6.142159148034881,1.451563253012048,0.00018948948948942633,8.166517818199603,5.802999999999999,5.3936444329541535,8.8,4.0,7.0,0.0,1.0,7.0,3.0
47,47.0,2.78494623655914,8.033299697275478,8.7226,8.181818181818182,12.498709492400343,10.0,6.756832254924741,4.960472791164659,2.971119019019019,9.216685000637616,6.9185,7.653498793519477,11.8,3.0,12.0,0.0,2.0,12.0,1.0
48,48.0,16.247311827956988,17.924318869828454,25.052,16.454545454545453,28.200363253991014,31.0,14.722549510009488,5.959578313253012,0.0015808508508507592,20.988712487516402,19.572000000000003,17.523168734918993,25.0,6.0,26.0,0.0,3.0,22.0,7.0
49,49.0,16.193548387096776,20.781029263370332,28.558999999999997,18.45454545454545,37.39312685211738,31.0,23.820759914931667,14.670732931726905,0.0004558958958958496,34.07068468187503,16.4045,21.531084108927953,34.199999999999996,5.0,40.0,0.0,1.0,40.0,4.0
50,50.0,19.483870967741936,34.43289606458123,42.521,28.90909090909091,48.05064844023834,39.0,26.54333238930558,7.331038152610437,0.03373668668668648,33.20986636926476,35.767,30.434789727680105,43.59999999999998,14.0,41.0,0.0,4.0,38.0,13.0
51,51.0,26.408602150537636,29.252270433905142,32.096,26.27272727272727,46.041806073351815,41.0,25.58421565786473,15.628413654618473,2.426049489489489,33.64932474647314,18.648,28.965188728024817,41.999999999999986,8.0,46.0,0.0,6.0,41.0,7.0
52,52.0,4.67741935483871,8.077699293642784,5.038999999999999,6.2727272727272725,11.378803810980468,14.0,6.898531876289707,9.829317269076306,0.356873093093093,9.808294487708551,8.748999999999999,8.073931402964494,11.400000000000002,0.0,15.0,0.0,0.0,14.0,1.0
53,53.0,41.44086021505377,76.62663975782039,75.52199999999999,48.18181818181819,90.64982633910078,61.0,67.59580470838435,9.841618674698791,0.0514636936936934,68.27945474541846,58.598400000000005,55.46783867631851,83.20000000000002,28.0,74.0,2.0,12.0,72.0,20.0
54,54.0,1.4946236559139785,3.0262361251261347,2.625,3.7272727272727275,3.9266481853232644,3.0,2.328467884579654,2.3100401606425702,0.9554803803803803,3.0455471814988373,3.105,2.823780592899,4.2,0.0,5.0,0.0,0.0,5.0,0.0
55,55.0,74.80645161290323,84.75277497477295,112.354,64.72727272727272,132.02276710320876,138.0,67.66831891025925,25.33531425702811,0.18030664664664567,93.64982348691547,83.845,83.34811702861082,119.99999999999997,31.0,119.0,1.0,17.0,114.0,20.0
56,56.0,6.086021505376344,12.901109989909182,9.262,8.0,15.528518624733136,7.0,11.860435343479187,4.830793172690763,0.1362551351351349,12.541077417939508,10.212999999999997,8.892752499138227,14.600000000000003,3.0,16.0,0.0,2.0,14.0,3.0
57,57.0,6.752688172043011,9.649848637739659,9.955999999999998,8.727272727272727,15.924401746168307,15.0,8.762283346459808,8.079819277108433,0.37544984984984936,11.441003619137819,6.1687,9.436987245777317,14.800000000000002,6.0,13.0,0.0,1.0,14.0,4.0
58,58.0,15.20430107526882,25.969727547931384,28.339,16.636363636363637,33.13980498996272,21.0,27.059278458385098,3.8907730923694768,1.6516516516516518e-05,24.200200777087524,20.388999999999996,21.222970527404343,30.800000000000004,10.0,28.0,0.0,4.0,27.0,7.0
59,59.0,61.41935483870969,81.80827447023208,98.432,64.36363636363637,118.41702514099991,102.0,68.37170871586726,20.649306224899597,0.15811260260260193,84.49265263073157,75.5179,74.37837814546708,107.19999999999999,34.0,102.0,0.0,9.0,101.0,26.0
60,60.0,25.548387096774192,39.95963673057517,44.924,31.454545454545453,55.844788579804344,36.0,34.56093939913046,12.689831234939756,6.108186206206206,41.049419492576824,35.44069999999999,33.195941054808685,51.999999999999986,9.0,56.0,1.0,5.0,52.0,9.0
61,61.0,7.666666666666669,7.431886982845611,10.674999999999999,6.090909090909092,11.385670585986043,12.0,5.83025879936981,1.627419678714859,0.0005996196196195222,8.83606529206074,8.892999999999997,7.024422612892106,10.400000000000002,3.0,10.0,0.0,3.0,10.0,0.0
62,62.0,17.74193548387097,23.557013118062564,24.093,15.09090909090909,28.730809674027338,22.0,21.968231212134512,2.6959096385542156,0.015899459459459395,22.543448172827272,14.731000000000002,18.628640985866944,26.400000000000002,4.0,29.0,0.0,1.0,29.0,3.0
63,63.0,19.559139784946236,22.285570131180624,23.615000000000006,19.090909090909093,30.654940572921646,30.0,17.28683653033134,11.299829317269076,0.19592256256256194,25.09288386153273,27.781000000000006,20.606088417786967,30.200000000000006,13.0,25.0,0.0,5.0,25.0,8.0
64,64.0,43.59139784946236,61.23208879919273,80.04199999999999,48.454545454545446,91.68446292578786,80.0,53.39190073905269,13.518692771084334,0.07536049049048998,67.2325903682528,57.95,58.983923647018266,82.6,24.0,80.0,1.0,8.0,76.0,21.0
65,65.0,58.09677419354839,82.58425832492432,92.5781,61.99999999999999,111.87165025650829,84.0,69.84621600661498,31.741612630522088,9.205644634634634,82.65387598501539,82.1163,71.51696397793864,104.19999999999997,28.0,105.0,0.0,12.0,100.0,21.0
66,66.0,23.838709677419352,51.09283551967709,57.145999999999994,40.18181818181818,69.76823439441736,44.0,42.048246118056895,9.451512048192768,0.9140142842842832,50.140679185030976,33.1707,40.84504912099276,64.6,14.0,67.0,0.0,3.0,67.0,11.0
67,67.0,3.645161290322581,5.239152371342079,3.238,3.181818181818182,6.420864799413695,6.0,4.170777958867772,4.282128514056225,0.7678515515515516,4.71704334786522,2.7237,4.272957600827301,6.4,3.0,5.0,0.0,1.0,5.0,2.0
68,68.0,90.13978494623657,112.18567103935418,94.55699999999999,80.0,143.2904598030781,83.0,109.207961785326,47.644086345381524,1.0768149349349343,108.90983782140907,63.02720000000001,85.59049034815581,137.59999999999997,31.0,142.0,0.0,15.0,134.0,24.0
69,69.0,4.397849462365592,8.616548940464178,6.692499999999999,7.363636363636364,14.450339355702132,15.0,7.720448155360884,10.77495983935743,1.2141496896896893,10.825044642735918,5.198,9.522470699758703,13.8,5.0,13.0,0.0,0.0,12.0,6.0
70,70.0,14.849462365591398,37.904137235116046,51.5527,36.81818181818181,62.71325239779498,55.0,34.3129227842369,14.182977118473893,14.951293573573574,47.017378256010566,29.4189,39.44572992071699,58.599999999999994,19.0,55.0,0.0,7.0,55.0,12.0
71,71.0,9.204301075268818,17.19576185671039,18.955000000000002,13.818181818181817,22.557467418666157,9.0,13.589116879478977,3.1082108433734925,0.3474856856856852,16.545927373827382,13.265999999999998,12.730635987590487,21.400000000000002,8.0,18.0,0.0,1.0,18.0,7.0
72,72.0,83.88172043010753,141.27648839556002,140.72299999999998,99.81818181818181,169.07739859159418,114.0,98.21702033403892,45.721974899598386,2.1627174474474464,123.6003673200843,143.89,103.74315753188556,155.79999999999995,37.0,159.0,1.0,21.0,157.0,19.0
73,73.0,13.516129032258064,22.581231079717455,21.026000000000003,12.545454545454547,29.274097441289868,17.0,17.426152739775247,7.943855421686747,0.0003324324324323703,20.899375827519716,16.435000000000002,16.269407100999654,27.000000000000004,7.0,26.0,1.0,0.0,25.0,9.0
74,74.0,1.913978494623656,2.2169525731584256,3.452,2.6363636363636367,4.317082496893222,4.0,2.2010515716987284,0.8948945783132529,1.2612612612612615e-05,3.7284247059606157,1.1512,3.244962943812478,3.6,2.0,3.0,0.0,0.0,4.0,1.0
75,75.0,3.67741935483871,8.250252270433904,11.142999999999999,8.181818181818182,12.195711053755218,5.0,7.330988032852944,0.9084975903614451,1.1478211611611608,10.41408206543533,6.7394,7.706351258186833,11.000000000000004,2.0,12.0,0.0,0.0,12.0,2.0
76,76.0,12.526881720430108,20.807265388496468,23.611,12.727272727272727,27.942150208711723,21.0,16.422817533054634,4.766345381526103,0.8780242242242242,21.13606524237332,16.736,15.511819200275767,25.6,8.0,24.0,0.0,2.0,23.0,7.0
77,77.0,6.139784946236559,13.853683148335014,17.349,12.909090909090908,20.372542459293246,14.0,14.615561742626637,3.132838554216867,1.9945346346346342,16.7900231619015,9.389299999999999,14.058389348500517,19.000000000000004,7.0,17.0,0.0,1.0,15.0,8.0
78,78.0,2.5913978494623655,5.784056508577194,6.318899999999999,6.636363636363636,12.346461460026129,9.0,8.437275023255044,9.1925702811245,7.588605745745746,9.735224205054745,2.3684000000000003,7.848323853843501,11.600000000000001,4.0,12.0,0.0,2.0,11.0,3.0
79,79.0,6.46236559139785,12.971745711402622,10.892,10.727272727272727,12.470971545104037,7.0,10.75457254486494,1.478042168674698,0.376404224224224,10.008895037100235,11.548,7.446889003791796,12.8,3.0,13.0,0.0,1.0,11.0,4.0
80,80.0,27.967741935483872,38.91725529767912,33.7277,35.00000000000001,55.39183634451772,52.0,30.58020758667548,27.939658634538155,0.06526386386386349,40.45488633133203,25.5663,33.43082126852809,52.39999999999999,14.0,51.0,1.0,2.0,52.0,12.0
81,81.0,23.752688172043012,44.45206861755802,44.269,32.45454545454545,55.24041678615811,39.0,41.2962763496642,7.381297188755019,2.1540652252252253,41.073813106043566,31.376600000000003,32.205644605308514,52.0,8.0,56.0,0.0,3.0,55.0,6.0
82,82.0,5.311827956989247,11.471241170534812,14.253,14.363636363636365,19.711213077143675,19.0,13.104005658273541,12.704267068273092,3.2324363263263263,18.588577900870405,11.4957,13.30826870044812,18.6,4.0,21.0,0.0,3.0,20.0,2.0
83,83.0,27.397849462365595,45.28657921291625,42.329,31.090909090909093,56.44211834432655,59.0,35.28137555574096,16.591093373493976,0.2873179979979972,43.496101875865115,43.91599999999999,34.99096863150638,54.999999999999986,14.0,55.0,0.0,5.0,52.0,12.0
84,84.0,17.279569892473123,26.419778002018166,29.423000000000005,16.90909090909091,33.85093840614345,20.0,26.01170719626088,4.824397590361444,0.5918786286286284,26.304899523055056,18.542500000000004,20.818989141675285,31.000000000000007,7.0,32.0,0.0,3.0,32.0,4.0
85,85.0,33.0,42.9313824419778,50.553,30.818181818181817,61.94877800082847,43.0,38.09069153608395,13.989128514056224,4.567388808808809,44.856120748515195,35.283699999999996,37.04164512237159,56.8,12.0,60.0,0.0,7.0,53.0,12.0
86,86.0,14.03225806451613,27.8627648839556,24.587999999999997,16.454545454545453,34.671573781983874,23.0,24.517996793478375,8.413383534136546,0.716135365365365,24.898383880559354,24.899,22.21263357462944,32.99999999999999,9.0,33.0,0.0,5.0,31.0,6.0
87,87.0,7.440860215053764,13.091826437941473,10.975,8.909090909090908,19.08138163974126,21.0,10.384429390515283,11.314308232931726,2.583500940940941,14.515426555441348,7.3203,12.982406928645295,18.800000000000004,3.0,21.0,0.0,1.0,19.0,4.0
88,88.0,11.817204301075268,42.25731584258325,54.267,32.81818181818182,59.132061944364786,28.0,36.983912119731265,7.023838353413653,0.004694684684684484,43.99742623455899,37.92500000000001,34.89435539469149,52.599999999999994,13.0,52.0,1.0,5.0,53.0,8.0
89,89.0,51.247311827957,62.21190716448032,58.467,47.18181818181818,74.05095115189752,68.0,42.88507177534785,15.892074297188751,3.0960788288288277,53.98325844915688,61.477000000000004,47.5208505687694,73.19999999999999,23.0,69.0,0.0,6.0,70.0,16.0
90,90.0,30.161290322580648,58.40363269424824,47.609300000000005,47.72727272727272,78.18701207660197,87.0,46.8134067055172,49.27790963855422,1.7999284784784773,65.48761106906501,62.709,54.31038004136504,80.19999999999999,25.0,77.0,0.0,6.0,76.0,20.0
91,91.0,25.161290322580648,44.02724520686176,33.382999999999996,32.18181818181819,55.73152662269381,41.0,35.39743832432994,21.727419678714856,0.1857118218218213,41.300566984174125,33.775,33.57453895208549,52.19999999999999,9.0,59.0,0.0,5.0,57.0,6.0
92,92.0,4.053763440860216,4.868819374369323,4.815,5.454545454545455,6.301580473504763,6.0,3.4616089957326484,0.473595381526104,0.30834910910910895,5.074380831216464,6.085999999999999,4.592838676318511,6.4,4.0,4.0,0.0,1.0,5.0,2.0
93,93.0,49.34408602150538,62.84964682139253,64.68499999999999,48.63636363636364,83.73123984322723,74.0,48.69497786610468,22.636949799196785,0.18489144144144115,60.39884863557575,51.353199999999994,50.819506204756976,77.6,26.0,72.0,0.0,9.0,71.0,18.0
94,94.0,58.795698924731184,68.88193743693239,60.964099999999995,57.63636363636364,102.14440939362075,108.0,57.2657053547831,52.847841365461846,1.284361851851851,74.07911117161093,46.361900000000006,64.9912487073423,96.6,29.0,95.0,0.0,13.0,93.0,18.0
95,95.0,84.89247311827958,127.52371342078708,104.721,86.0909090909091,144.49745084918587,97.0,111.08047283140058,27.717423694779107,0.9483102102102091,109.0289878323234,78.02770000000001,90.65301620130988,135.99999999999997,24.0,146.0,0.0,14.0,141.0,15.0
96,96.0,6.064516129032258,9.721493440968718,8.963000000000001,8.636363636363637,15.809084536213874,16.0,8.714880972464021,8.678072289156628,0.07920440440440434,12.016467363774288,10.262,9.716869183040329,14.000000000000004,4.0,15.0,0.0,3.0,13.0,3.0
97,97.0,59.12903225806451,122.59334006054489,139.4696,101.36363636363636,191.35160755823216,150.0,106.53589083349354,60.39523835341365,32.07025563563563,143.58397309611735,101.3494,122.34456652878316,182.20000000000005,46.0,187.0,0.0,17.0,183.0,33.0
98,98.0,27.043010752688176,39.887991927346114,55.538000000000004,37.72727272727272,67.27698116814837,62.0,37.54382170589401,30.297475903614455,1.9271393593593575,62.7104961787397,41.116,39.16675284384694,61.39999999999999,11.0,70.0,0.0,9.0,65.0,7.0
99,99.0,12.225806451612904,24.512613521695254,25.041,21.454545454545457,32.92177293439123,25.0,21.2888358651155,12.05637248995984,5.548585175175176,26.09452263213013,27.428,22.358449672526717,32.6,10.0,32.0,0.0,4.0,34.0,4.0
100,100.0,3.5483870967741935,10.14127144298688,10.3,12.09090909090909,17.076347066883347,21.0,11.451239913324779,15.542148594377508,3.5774372372372367,14.758337698273635,9.439,9.882833505687694,16.800000000000004,3.0,19.0,0.0,1.0,19.0,2.0
101,101.0,6.494623655913978,12.632694248234108,12.366,11.909090909090908,18.340439091227736,18.0,10.100406762834128,8.420210843373493,1.3182625925925924,13.769050487095184,10.336900000000002,11.075642019993108,17.400000000000006,4.0,18.0,0.0,2.0,16.0,4.0
102,102.0,27.612903225806456,34.102926337033296,29.848,23.0,40.87032788452347,26.0,30.81018002302507,9.651546184738955,0.0031948648648648216,31.244880220369833,18.848100000000002,25.954524301964838,38.2,12.0,35.0,1.0,3.0,36.0,9.0
103,103.0,62.84946236559141,126.22401614530777,128.824,86.9090909090909,151.91308988943058,89.0,96.3969743012046,47.9254718875502,1.7540133033033025,110.24590684660905,126.7287,90.0921923474664,141.0,42.0,134.0,0.0,12.0,129.0,35.0
104,104.0,22.537634408602152,34.67204843592331,35.204,33.0,53.7849950610203,38.0,30.43924690278873,25.277871485943777,5.7659468768768765,39.97036812824539,22.336100000000002,32.29902188900379,50.599999999999994,15.0,50.0,0.0,8.0,48.0,9.0
105,105.0,52.37634408602151,78.82038345105954,74.61099999999999,50.36363636363637,98.04875250932032,72.0,61.93238379055547,21.89019176706827,0.10269498498498444,71.10440439676793,67.1125,58.40739400206825,91.6,22.0,93.0,0.0,7.0,88.0,20.0
106,106.0,32.52688172043011,84.21796165489405,90.897,56.909090909090914,96.18462224771372,56.0,58.960158796991074,6.695406626506019,15.781874424424421,70.38306667926541,72.18449999999999,60.261315063771114,91.2,18.0,95.0,1.0,5.0,92.0,17.0
107,107.0,31.559139784946236,43.42078708375378,44.513000000000005,28.27272727272727,53.70965172227001,29.0,33.08564888943435,7.986593373493973,1.08676063063063,38.651107639080585,35.059799999999996,31.710565322302656,49.59999999999998,17.0,44.0,1.0,10.0,42.0,10.0
108,108.0,21.064516129032256,34.85771947527749,29.567200000000003,29.454545454545453,53.77948252238473,49.0,30.744428555273334,54.2931827309237,53.98087487487487,39.226293203447064,24.668300000000002,36.680872974836255,52.59999999999999,14.0,55.0,0.0,5.0,53.0,11.0
